Original file	Unzipped path	Unzipped path check	miRNA	condition	experiment	condition_format		Sample name	title	source name	organism	characteristics: miRNA	characteristics: AGO–miRNA complex purification	characteristics: sampletype	characteristics: rep	molecule	description	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	processed data file	raw file
/lab/solexa_public/Bartel/161215_WIGTC-HISEQA_CA4V2ACXX/QualityScore/TAGCTT-s_5_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a-21nt/equil_c_nb/reads/12.6.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a-21nt/equil_c_nb/reads/12.6.txt	let-7a-21nt	12.6	equil_c_nb	12.65percent	purification2	Sample 11	let-7a-21nt_purification2_12.65percent	In vitro biochemical assay	NA	let-7a-21nt	2	12.65percent	NA	synthetic RNA library		agorbns_let-7a-21nt_purification2_sitecounts.txt	agorbns_let-7a-21nt_purification2_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a-21nt_purification2_kds.txt	agorbns_let-7a-21nt_purification2_summed_8mer_mismatch_kds.txt	agorbns_let-7a-21nt_purification2_pairing_and_offset_model_coefficients.txt	agorbns_let-7a-21nt_purification2_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a-21nt_purification2_12.65percent.txt.gz
/lab/solexa_public/Bartel/161215_WIGTC-HISEQA_CA4V2ACXX/QualityScore/GGCTAC-s_5_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a-21nt/equil_c_nb/reads/4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a-21nt/equil_c_nb/reads/4.txt	let-7a-21nt	4	equil_c_nb	4percent	purification2	Sample 12	let-7a-21nt_purification2_4percent	In vitro biochemical assay	NA	let-7a-21nt	2	4percent	NA	synthetic RNA library		agorbns_let-7a-21nt_purification2_sitecounts.txt	agorbns_let-7a-21nt_purification2_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a-21nt_purification2_kds.txt	agorbns_let-7a-21nt_purification2_summed_8mer_mismatch_kds.txt	agorbns_let-7a-21nt_purification2_pairing_and_offset_model_coefficients.txt	agorbns_let-7a-21nt_purification2_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a-21nt_purification2_4percent.txt.gz
/lab/solexa_public/Bartel/161215_WIGTC-HISEQA_CA4V2ACXX/QualityScore/ATCACG-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a-21nt/equil_c_nb/reads/1.26.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a-21nt/equil_c_nb/reads/1.26.txt	let-7a-21nt	1.26	equil_c_nb	1.265percent	purification2	Sample 13	let-7a-21nt_purification2_1.265percent	In vitro biochemical assay	NA	let-7a-21nt	2	1.265percent	NA	synthetic RNA library		agorbns_let-7a-21nt_purification2_sitecounts.txt	agorbns_let-7a-21nt_purification2_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a-21nt_purification2_kds.txt	agorbns_let-7a-21nt_purification2_summed_8mer_mismatch_kds.txt	agorbns_let-7a-21nt_purification2_pairing_and_offset_model_coefficients.txt	agorbns_let-7a-21nt_purification2_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a-21nt_purification2_1.265percent.txt.gz
/lab/solexa_public/Bartel/161215_WIGTC-HISEQA_CA4V2ACXX/QualityScore/CGATGT-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a-21nt/equil_c_nb/reads/0.4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a-21nt/equil_c_nb/reads/0.4.txt	let-7a-21nt	0.4	equil_c_nb	0.4percent	purification2	Sample 14	let-7a-21nt_purification2_0.4percent	In vitro biochemical assay	NA	let-7a-21nt	2	0.4percent	NA	synthetic RNA library		agorbns_let-7a-21nt_purification2_sitecounts.txt	agorbns_let-7a-21nt_purification2_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a-21nt_purification2_kds.txt	agorbns_let-7a-21nt_purification2_summed_8mer_mismatch_kds.txt	agorbns_let-7a-21nt_purification2_pairing_and_offset_model_coefficients.txt	agorbns_let-7a-21nt_purification2_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a-21nt_purification2_0.4percent.txt.gz
/lab/solexa_public/Bartel/161215_WIGTC-HISEQA_CA4V2ACXX/QualityScore/TTAGGC-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a-21nt/equil_c_nb/reads/0.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a-21nt/equil_c_nb/reads/0.txt	let-7a-21nt	0	equil_c_nb	0percent	purification2	Sample 15	let-7a-21nt_purification2_0percent	In vitro biochemical assay	NA	let-7a-21nt	2	0percent	NA	synthetic RNA library		agorbns_let-7a-21nt_purification2_sitecounts.txt	agorbns_let-7a-21nt_purification2_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a-21nt_purification2_kds.txt	agorbns_let-7a-21nt_purification2_summed_8mer_mismatch_kds.txt	agorbns_let-7a-21nt_purification2_pairing_and_offset_model_coefficients.txt	agorbns_let-7a-21nt_purification2_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a-21nt_purification2_0percent.txt.gz
/lab/solexa_public/Bartel/170713_WIGTC-HISEQ2B_CB5HKANXX/QualityScore/ACTTGA-s_3_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/I.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/I.txt	miR-1	I	equil_c_nb	inputlibrary	purification1	Sample 16	miR-1_purification1_inputlibrary	In vitro biochemical assay	NA	miR-1	1	inputlibrary	NA	synthetic RNA library		agorbns_miR-1_sitecounts.txt	agorbns_miR-1_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-1_kds.txt	agorbns_miR-1_summed_8mer_mismatch_kds.txt	agorbns_miR-1_pairing_and_offset_model_coefficients.txt	agorbns_miR-1_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-1_purification1_inputlibrary.txt.gz
/lab/solexa_public/Bartel/170713_WIGTC-HISEQ2B_CB5HKANXX/QualityScore/GATCAG-s_3_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/40.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/40.txt	miR-1	40	equil_c_nb	40percent	purification1	Sample 17	miR-1_purification1_40percent	In vitro biochemical assay	NA	miR-1	1	40percent	NA	synthetic RNA library		agorbns_miR-1_sitecounts.txt	agorbns_miR-1_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-1_kds.txt	agorbns_miR-1_summed_8mer_mismatch_kds.txt	agorbns_miR-1_pairing_and_offset_model_coefficients.txt	agorbns_miR-1_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-1_purification1_40percent.txt.gz
/lab/solexa_public/Bartel/170713_WIGTC-HISEQ2B_CB5HKANXX/QualityScore/TAGCTT-s_3_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/12.6.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/12.6.txt	miR-1	12.6	equil_c_nb	12.65percent	purification1	Sample 18	miR-1_purification1_12.65percent	In vitro biochemical assay	NA	miR-1	1	12.65percent	NA	synthetic RNA library		agorbns_miR-1_sitecounts.txt	agorbns_miR-1_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-1_kds.txt	agorbns_miR-1_summed_8mer_mismatch_kds.txt	agorbns_miR-1_pairing_and_offset_model_coefficients.txt	agorbns_miR-1_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-1_purification1_12.65percent.txt.gz
/lab/solexa_public/Bartel/170713_WIGTC-HISEQ2B_CB5HKANXX/QualityScore/GGCTAC-s_3_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/4.txt	miR-1	4	equil_c_nb	4percent	purification1	Sample 19	miR-1_purification1_4percent	In vitro biochemical assay	NA	miR-1	1	4percent	NA	synthetic RNA library		agorbns_miR-1_sitecounts.txt	agorbns_miR-1_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-1_kds.txt	agorbns_miR-1_summed_8mer_mismatch_kds.txt	agorbns_miR-1_pairing_and_offset_model_coefficients.txt	agorbns_miR-1_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-1_purification1_4percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/ATCACG-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/1.26.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/1.26.txt	miR-1	1.26	equil_c_nb	1.265percent	purification1	Sample 20	miR-1_purification1_1.265percent	In vitro biochemical assay	NA	miR-1	1	1.265percent	NA	synthetic RNA library		agorbns_miR-1_sitecounts.txt	agorbns_miR-1_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-1_kds.txt	agorbns_miR-1_summed_8mer_mismatch_kds.txt	agorbns_miR-1_pairing_and_offset_model_coefficients.txt	agorbns_miR-1_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-1_purification1_1.265percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/CGATGT-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/0.4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/0.4.txt	miR-1	0.4	equil_c_nb	0.4percent	purification1	Sample 21	miR-1_purification1_0.4percent	In vitro biochemical assay	NA	miR-1	1	0.4percent	NA	synthetic RNA library		agorbns_miR-1_sitecounts.txt	agorbns_miR-1_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-1_kds.txt	agorbns_miR-1_summed_8mer_mismatch_kds.txt	agorbns_miR-1_pairing_and_offset_model_coefficients.txt	agorbns_miR-1_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-1_purification1_0.4percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/TTAGGC-s_6_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/0.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/miR-1/equil_c_nb/reads/0.txt	miR-1	0	equil_c_nb	0percent	purification1	Sample 22	miR-1_purification1_0percent	In vitro biochemical assay	NA	miR-1	1	0percent	NA	synthetic RNA library		agorbns_miR-1_sitecounts.txt	agorbns_miR-1_summed_8mer_mismatch_sitecounts.txt	agorbns_miR-1_kds.txt	agorbns_miR-1_summed_8mer_mismatch_kds.txt	agorbns_miR-1_pairing_and_offset_model_coefficients.txt	agorbns_miR-1_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_miR-1_purification1_0percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/ATCACG-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/I.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/I.txt	let-7a_plus1	I	equil_c_nb	inputlibrary	purification1	Sample 23	"let-7a(+1),let-7a(_1)_purification1_inputlibrary"	In vitro biochemical assay	NA	"let-7a(+1),let-7a(_1)"	1	inputlibrary	NA	synthetic RNA library		agorbns_let-7a(+1)_sitecounts.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(+1)_kds.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(+1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(+1)_pairing_offset_and_mismatch_model_coefficients.txt	agorbns_let-7a(_1)_sitecounts.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(_1)_kds.txt	agorbns_let-7a(_1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(_1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(_1)_pairing_offset_and_mismatch_model_coefficients.txt	"agorbns_let-7a(+1),let-7a(-1)_purification1_inputlibrary.txt.gz"
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/CGATGT-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/40.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/40.txt	let-7a_plus1	40	equil_c_nb	40percent	purification1	Sample 24	let-7a(+1)_purification1_40percent	In vitro biochemical assay	NA	let-7a(+1)	1	40percent	NA	synthetic RNA library		agorbns_let-7a(+1)_sitecounts.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(+1)_kds.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(+1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(+1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(+1)_purification1_40percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/TTAGGC-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/12.6.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/12.6.txt	let-7a_plus1	12.6	equil_c_nb	12.65percent	purification1	Sample 25	let-7a(+1)_purification1_12.65percent	In vitro biochemical assay	NA	let-7a(+1)	1	12.65percent	NA	synthetic RNA library		agorbns_let-7a(+1)_sitecounts.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(+1)_kds.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(+1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(+1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(+1)_purification1_12.65percent.txt.gz
/lab/solexa_public/Bartel/170721_WIGTC-HISEQ2A_CB2DFANXX/QualityScore/TGACCA-s_4_1_sequence.txt.tar.gz	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/4.txt	/lab/solexa_bartel/mcgeary/AgoRBNS/let-7a_plus1/equil_c_nb/reads/4.txt	let-7a_plus1	4	equil_c_nb	4percent	purification1	Sample 26	let-7a(+1)_purification1_4percent	In vitro biochemical assay	NA	let-7a(+1)	1	4percent	NA	synthetic RNA library		agorbns_let-7a(+1)_sitecounts.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_sitecounts.txt	agorbns_let-7a(+1)_kds.txt	agorbns_let-7a(+1)_summed_8mer_mismatch_kds.txt	agorbns_let-7a(+1)_pairing_and_offset_model_coefficients.txt	agorbns_let-7a(+1)_pairing_offset_and_mismatch_model_coefficients.txt	NA	NA	NA	NA	NA	NA	agorbns_let-7a(+1)_purification1_4percent.txt.gz
